coder,unique_id,long_cite,link,grammatical_class,paper_eligibility,exclusion_reason,short_cite, data_source,expt_num,plot_label,expt_condition,dependent_measure,response_mode,test_type,n_1,x_1,x_2_raw,x_2,SD_1,SD_2_raw,SE,SD_2,t,d,same_infant,language,mean_age,productive_vocab_mean,productive_vocab_median,population_type,sentence_structure,agent_argument_type,patient_argument_type,verb_type,stimuli_type,stimuli_modality,stimuli_actor,transitive_event_type,intransitive_event_type,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,N_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,example_target_sentence,test_question,inclusion_certainty,note
anjie,valleau2017,"Valleau, M. J., & Arunachalam, S. (2017). The effects of linguistic context on visual attention while learning novel verbs. In Proceedings of the 41st Annual Boston University Conference on Language Development (pp. 691-705).",https://www.semanticscholar.org/paper/The-effects-of-linguistic-context-on-visual-while-Valleau-Arunachalam/93d1194fa3e60c9a4b69d29d42340412ba845005,verb,exclude,new object vs new action,"Valleau, M. J., & Arunachalam, S. (2017).",author_contact,1,N/A,pronoun,pointing_scene,,action,20,0.50,,0.50,0.31,,,,,,no,English,"1,004.52",68.00,NA,typical_developing,transitive,pronoun,pronoun,fake_verb,video_person,video,person,,,immediate_after,yes,yes,distributed,6.00,1.00,1.00,4.00,Let's see what happens here. She's gonna pilk it. ,Where do you see pilking? ,1.00,familiar action vs familiar object 
anjie,vanderlely1994,"Van der Lely, H. K. (1994). Canonical linking rules: Forward versus reverse linking in normally developing and specifically language-impaired children. Cognition, 51(1), 29-72.",http://scholar.harvard.edu/files/vanderlely/files/1994_vdl_cognition.pdf,verb,exclude,acting out / question response ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,wagner2006,"Wagner, L. (2006). Aspectual bootstrapping in language acquisition: Telicity and transitivity. Language Learning and Development, 2(1), 51-76.",https://www.tandfonline.com/doi/abs/10.1207/s15473341lld0201_3?casa_token=67Dqt6PJfzUAAAAA:HZqhcqZLJ8VNop1YQ_rYEkqwGPf-_iMAmNgzXLTmIvXDVEGKJFSoPtlHSc9SrRTA6IhxPtNLrQ,verb,exclude,no novel verb; children were asked tou count how many actions ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,wagner2010,"Wagner, L. (2010). Inferring meaning from syntactic structures in acquisition: The case of transitivity and telicity. Language and cognitive processes, 25(10), 1354-1379.",https://www.tandfonline.com/doi/full/10.1080/01690960903488375?casa_token=DPmVjbCS3p4AAAAA%3AC5kKHu-ohg4pmzhonOlQMpZ1FhFsC6UnG7i9bdWxFw0pmubv0Bu5R2uuOcC6C4N4dECusCUd5A,verb,exclude,exp2; not quite sure though ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie ,waxman2009,"Waxman, S.R., J. Lidz, I. Braun and T. Lavin. (2009) “24-Month-Old Infants' Interpretations of Novel Verbs and Nouns in Dynamic Scenes.” Cognitive Psychology, 59:67-95.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482006/pdf/nihms411836.pdf,verb,exclude,new object vs new action,"Waxman, S.R., J. Lidz, I. Braun and T. Lavin. (2009)",figure_2,1,N/A,verb,looking_duration,,action,24,0.49,0.37,0.50,0.02,0.02,,0.02,,,no,English,725.69,57.00,NA,typical_developing,transitive,noun,noun ,fake_verb,video_person,video,person,,,simultaneous,no,no,distributed,6.00,1.00,5.00,6.00,"Look, the man is larping a ballon!",Which one is he larping?,1.00,contrast phase 
anjie ,waxman2009,"Waxman, S.R., J. Lidz, I. Braun and T. Lavin. (2009) “24-Month-Old Infants' Interpretations of Novel Verbs and Nouns in Dynamic Scenes.” Cognitive Psychology, 59:67-95.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482006/pdf/nihms411836.pdf,verb,exclude,new object vs new action,"Waxman, S.R., J. Lidz, I. Braun and T. Lavin. (2009)",figure_4,2,N/A,verb,looking_duration,,action,24,0.42,0.38,0.50,0.02,0.02,,0.02,,,no,English,733.00,52.00,NA,typical_developing,transitive,noun,noun ,fake_verb,video_person,video,person,,,simultaneous,no,no,distributed,6.00,1.00,5.00,6.00,"Look, the man is larping a ballon!",Which one is he larping?,1.00,"contrast phase, and the actions are compared against one with action the other with object"
anjie,wojcik2015,"Wojcik, E. H., & Saffran, J. R. (2015). Toddlers encode similarities among novel words from meaningful sentences. Cognition, 138, 10-20.",https://reader.elsevier.com/reader/sd/pii/S0010027715000244?token=FC5D186CD059A2848A50079EB2B32F54E8758C22229A7AFEF50F645404DDFFD6C00DCDB7E44466E1B817F2A7484506B3,verb,exclude,design_no_visual,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,wynn1992,"Wynn, K. (1992). Children's acquisition of the number words and the counting system. Cognitive psychology, 24(2), 220-251.",http://ling.umd.edu/~jlidz/Teaching/F05Seminar/Wynn92.pdf,noun,exclude,grammatical_class_noun,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,yuan2006,"Yuan, S., & Fisher, C. (2006). Really? He blicked the cat?”: Two-year-olds learn distributional facts about verbs in the absence of a referential context. In Proceedings of the 30th Annual Boston University Conference on Language Development. Boston: Cascadilla Press.",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.456.2603&rep=rep1&type=pdf,verb,exclude,need to check duplicate ,"Yuan, S., & Fisher, C. (2006). ",results_text,1,N/A,transitive_sentence,looking_duration,,,8,0.63,,0.50,0.06,,,0.06,,,,,870.58,NA,78.50,typical_developing,transitive,,,fake_verb,video_person,video,person,,,asynchronous,,,,,,,,,,,
anjie,yuan2006,"Yuan, S., & Fisher, C. (2006). Really? He blicked the cat?”: Two-year-olds learn distributional facts about verbs in the absence of a referential context. In Proceedings of the 30th Annual Boston University Conference on Language Development. Boston: Cascadilla Press.",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.456.2603&rep=rep1&type=pdf,verb,exclude,,"Yuan, S., & Fisher, C. (2006). ",results_text,1,N/A,intransitive_sentence,looking_duration,,,8,0.56,,0.50,0.04,,,0.04,,,,,870.58,NA,78.50,typical_developing,intransitive,,,fake_verb,video_person,video,person,,,asynchronous,,,,,,,,,,,
anjie,yuan2009b,"Yuan, S. H. W. (2009). Integrating sentence-structural and event information in early verb learning. University of Illinois at Urbana-Champaign.",https://search.proquest.com/docview/89196359?pq-origsite=gscholar,verb,exclude,duplicate,"Yuan, S. H. W. (2009).",table_1,2,N/A,transitive_sentence_bystander,looking_duration,,,8,0.66,,0.50,0.06,,,0.06,,,,,627.06,25.50,NA,typical_developing,transitive,,,fake_verb,video_person,video,person,,,simultaneous,,,,,,,,,,,
anjie,yuan2009b,"Yuan, S. H. W. (2009). Integrating sentence-structural and event information in early verb learning. University of Illinois at Urbana-Champaign.",https://search.proquest.com/docview/89196359?pq-origsite=gscholar,verb,exclude,duplicate,"Yuan, S. H. W. (2009).",table_1,2,N/A,intransitive_sentence_bystander,looking_duration,,,8,0.54,,0.50,0.05,,,0.05,,,,,627.06,25.50,NA,typical_developing,intransitive,,,fake_verb,video_person,video,person,,,simultaneous,,,,,,,,,,,
anjie,yuan2009b,"Yuan, S. H. W. (2009). Integrating sentence-structural and event information in early verb learning. University of Illinois at Urbana-Champaign.",https://search.proquest.com/docview/89196359?pq-origsite=gscholar,verb,exclude,duplicate,"Yuan, S. H. W. (2009).",table_1,3,N/A,transitive_sentence_one_participant,looking_duration,,,12,0.67,,0.50,0.02,,,0.02,,,,,575.32,17.00,NA,typical_developing,transitive,,,fake_verb,video_person,video,person,,,asynchronous,,,,,,,,,,,
anjie,yuan2009b,"Yuan, S. H. W. (2009). Integrating sentence-structural and event information in early verb learning. University of Illinois at Urbana-Champaign.",https://search.proquest.com/docview/89196359?pq-origsite=gscholar,verb,exclude,duplicate,"Yuan, S. H. W. (2009).",table_1,3,N/A,intransitive_sentence_one_participant,looking_duration,,,12,0.47,,0.50,0.06,,,0.06,,,,,575.32,17.00,NA,typical_developing,intransitive,,,fake_verb,video_person,video,person,,,asynchronous,,,,,,,,,,,
anjie,yuan2009b,"Yuan, S. H. W. (2009). Integrating sentence-structural and event information in early verb learning. University of Illinois at Urbana-Champaign.",https://search.proquest.com/docview/89196359?pq-origsite=gscholar,verb,exclude,duplicate,"Yuan, S. H. W. (2009).",table_1,3_additional,N/A,transitive_sentence_bystander,looking_duration,,,12,0.53,,0.50,0.05,,,0.05,,,,,572.27,12.00,NA,typical_developing,transitive,,,fake_verb,video_person,video,person,,,asynchronous,,,,,,,,,,,
anjie,yuan2009b,"Yuan, S. H. W. (2009). Integrating sentence-structural and event information in early verb learning. University of Illinois at Urbana-Champaign.",https://search.proquest.com/docview/89196359?pq-origsite=gscholar,verb,exclude,duplicate,"Yuan, S. H. W. (2009).",table_1,3_additional,N/A,intransitive_sentence_bystander,looking_duration,,,12,0.64,,0.50,0.02,,,0.02,,,,,572.27,12.00,NA,typical_developing,intransitive,,,fake_verb,video_person,video,person,,,asynchronous,,,,,,,,,,,
anjie,yuan2011,"Yuan, S., Fisher, C., Kandhadai, P., & Fernald, A. (2011). You can stipe the pig and nerk the fork: Learning to use verbs to predict nouns. In Proceedings of the 35th annual Boston University conference on language development (pp. 665-677). Boston, MA: Cascadilla Press.",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.474.1239&rep=rep1&type=pdf,verb,exclude,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,kelly1994,"Kelly, D. J., & Rice, M. L. (1994). Preferences for verb interpretation in children with specific language impairment. Journal of Speech, Language, and Hearing Research, 37(1), 182-192.",https://pubs.asha.org/doi/abs/10.1044/jshr.3701.182,verb,exclude ,children viewing four way splits video ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alana/anjie,arunachalam2010,"Arunachalam, S., & Waxman, S. R. (2010). Meaning from syntax: Evidence from 2-year-olds. Cognition, 114(3), 442-446.",https://www.sciencedirect.com/science/article/abs/pii/S0010027709002674,verb,include,,"Arunachalam, S., & Waxman, S. R. (2010)",results_text,1,"Arunachalam & Waxman, (2010) - 1a",transitive,point_scene,behavior,action,20,0.67,,0.50,NA,,,NA,3.19,0.71,no,English,831.01,442.00,NA,typically_developing,transitive,pronoun_and_noun,pronoun_and_noun,fake_verb,video_person,video,person,direct_ caused_movement,parallel_actions,asynchronous,no,yes,distributed,4.00,1.00,8.00,2.00,The lady mooped my brother / he is going to moop her,"Look, wow! Where's mooping?Do you see mooping? Find mooping!",2.00,
alana/anjie,arunachalam2010,"Arunachalam, S., & Waxman, S. R. (2010). Meaning from syntax: Evidence from 2-year-olds. Cognition, 114(3), 442-446.",https://www.sciencedirect.com/science/article/abs/pii/S0010027709002674,verb,include,,"Arunachalam, S., & Waxman, S. R. (2010)",results_text,1,"Arunachalam & Waxman, (2010) - 1b",intransitive,point_scene,behavior,action,20,0.57,,0.50,NA,,,NA,1.34,,no,English,831.01,442.00,NA,typically_developing,intransitive,two_nouns_and_pronoun,intransitive,fake_verb,video_person,video,person,direct_ caused_movement,parallel_actions,asynchronous,no,yes,distributed,4.00,1.00,8.00,2.00,The lady and my brother mooped / Oh yes. They are going to moop,"Look, wow! Where's mooping?Do you see mooping? Find mooping!",2.00,
alana,arunachalam2013a,"Arunachalam, S., & Sheline, L. (2013). Verb Learning in Non-social Contexts. S. Baiz, N. Goldman.",http://www.bu.edu/bucld/files/2013/06/arunachalam.pdf,verb,exclude,duplicate according to author,,,,,,,eye_tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alana/anjie,arunachalam2013b,"Arunachalam, S. (2013). Two-year-olds can begin to acquire verb meanings in socially impoverished contexts. Cognition, 129(3), 569-573.",https://www.sciencedirect.com/science/article/pii/S0010027713001789,verb,include,,"Arunachalam, S. (2013)",results_text,1,"Arunachalam, (2013) - 1a",transitive,looking_duration,eye_tracking,action,20,0.59,,0.50,0.20,,,0.20,,,no,English,827.97,75.00,NA,typically_developing,transitive,noun ,noun ,fake_verb,video_person,video,person,direct_ caused_movement,parallel_actions,asynchronous,no,yes,distributed,4.00,1.00,27.00,2.00,The girl wants to lorp the teacher ,"Look, wow! Where's lorping? Find lorping!",2.00,
alana/anjie,arunachalam2013b,"Arunachalam, S. (2013). Two-year-olds can begin to acquire verb meanings in socially impoverished contexts. Cognition, 129(3), 569-573.",https://www.sciencedirect.com/science/article/pii/S0010027713001789,verb,include,,"Arunachalam, S. (2013)",results_text,1,"Arunachalam, (2013) - 1b",intransitive,looking_duration,eye_tracking,action,20,0.56,,0.50,0.23,,,0.23,,,no,English,827.97,75.00,NA,typically_developing,intransitive,two_nouns,intransitive,fake_verb,video_person,video,person,direct_ caused_movement,parallel_actions,asynchronous,no,yes,distributed,4.00,1.00,27.00,2.00,The girl and the teacher want to lorp,"Look, wow! Where's lorping? Find lorping!",2.00,
anjie,arunachalam2013c,"Arunachalam, S., Escovar, E., Hansen, M. A., & Waxman, S. R. (2013). Out of sight, but not out of mind: 21-month-olds use syntactic information to learn verbs even in the absence of a corresponding event. Language and cognitive processes, 28(4), 417-425.",https://www.tandfonline.com/doi/full/10.1080/01690965.2011.641744,verb,include,,"Arunachalam, S., Escovar, E., Hansen, M. A., & Waxman, S. R. (2013)",author_contact,1,"Arunachalam, Escovar, Hansen, & Waxman, (2013) - 1a ",transitive,looking_duration,eye_tracking,action,20,0.57,0.41,0.50,0.14,0.17,,0.20,,,no,English ,645.33,NA,NA,typically_developing,transitive,pronoun_and_noun,pronoun_and_noun,fake_verb,video_person,video,person,direct_ caused_movement,parallel_actions,asynchronous,no,yes,distributed,4.00,1.00,8.00,2.00,The lady mooped my brother / he is going to moop her,"Look, wow! Where's mooping?Do you see mooping? Find mooping!",2.00,imputed from arunachalam2010
anjie,arunachalam2013c,"Arunachalam, S., Escovar, E., Hansen, M. A., & Waxman, S. R. (2013). Out of sight, but not out of mind: 21-month-olds use syntactic information to learn verbs even in the absence of a corresponding event. Language and cognitive processes, 28(4), 417-425.",https://www.tandfonline.com/doi/full/10.1080/01690965.2011.641744,verb,include,,"Arunachalam, S., Escovar, E., Hansen, M. A., & Waxman, S. R. (2013)",author_contact,1,"Arunachalam, Escovar, Hansen, & Waxman, (2013) - 1b",intransitive,looking_duration,eye_tracking,action,20,0.59,0.60,0.50,0.19,0.19,,0.23,,,no,English ,645.33,NA,NA,typically_developing,intransitive,two_nouns_and_pronoun,intransitive,fake_verb,video_person,video,person,direct_ caused_movement,parallel_actions,asynchronous,no,yes,distributed,4.00,1.00,8.00,2.00,The lady and my brother mooped / Oh yes. They are going to moop,"Look, wow! Where's mooping?Do you see mooping? Find mooping!",2.00,imputed from arunachalam2010
anjie,arunachalam2019,"Arunachalam, S., & Dennis, S. (2019). Semantic detail in the developing verb lexicon: An extension of Naigles and Kako (1993). Developmental science, 22(1), e12697.",https://onlinelibrary.wiley.com/doi/pdf/10.1111/desc.12697,verb,include,,"Arunachalam, S., & Dennis, S. (2019)",author_contact,1,"Arunachalam & Dennis, (2019) - 1a",transitive,looking_duration,eye_tracking,action,19,0.47,0.46,0.5,0.16,,,0.16,,,no,English ,831.01,NA,72.00,typically_developing,transitive,noun ,noun ,fake_verb,video_person,video,person,direct_ caused_movement,parallel_actions,immediate-after,no,yes,distributed,4.00,1.00,1.00,3.00,The girl is lorping the lady,Do you see lorping?,,
anjie,arunachalam2019,"Arunachalam, S., & Dennis, S. (2019). Semantic detail in the developing verb lexicon: An extension of Naigles and Kako (1993). Developmental science, 22(1), e12697.",https://onlinelibrary.wiley.com/doi/pdf/10.1111/desc.12697,verb,include,,"Arunachalam, S., & Dennis, S. (2019)",author_contact,1,"Arunachalam & Dennis, (2019) - 1b",intransitive,looking_duration,eye_tracking,action,19,0.34,0.43,0.5,0.18,,,0.18,,,no,English ,831.01,NA,80.00,typically_developing,intransitive,two_nouns,intransitive,fake_verb,video_person,video,person,direct_ caused_movement,parallel_actions,immediate-after,no,yes,distributed,4.00,1.00,1.00,3.00,The girl and the lady are lorping ,Do you see lorping?,,
anjie,arunachalam2019,"Arunachalam, S., & Dennis, S. (2019). Semantic detail in the developing verb lexicon: An extension of Naigles and Kako (1993). Developmental science, 22(1), e12697.",https://onlinelibrary.wiley.com/doi/pdf/10.1111/desc.12697,verb,include,,"Arunachalam, S., & Dennis, S. (2019)",author_contact,2,"Arunachalam & Dennis, (2019) - 2a",transitive,looking_duration,eye_tracking,action,19,0.37,0.42,0.5,0.15,,,0.15,,,no,English ,851.20,NA,80.00,typically_developing,transitive,pronoun,pronoun,fake_verb,video_person,video,person,direct_ caused_movement,parallel_actions,asynchronous,no,yes,distributed,4.00,1.00,8.00,2.00,Suzy lorped the cat. ,Do you see lorping?,,
anjie,arunachalam2019,"Arunachalam, S., & Dennis, S. (2019). Semantic detail in the developing verb lexicon: An extension of Naigles and Kako (1993). Developmental science, 22(1), e12697.",https://onlinelibrary.wiley.com/doi/pdf/10.1111/desc.12697,verb,include,,"Arunachalam, S., & Dennis, S. (2019)",author_contact,2,"Arunachalam & Dennis, (2019) - 2b",intransitive,looking_duration,eye_tracking,action,19,0.35,0.42,0.5,0.17,,,0.17,,,no,English ,851.20,NA,73.00,typically_developing,intransitive,pronoun,intransitive,fake_verb,video_person,video,person,direct_ caused_movement,parallel_actions,asynchronous,no,yes,distributed,4.00,1.00,8.00,2.00,Suzy and the cat lorped.,Do you see lorping?,,
anjie,hirsh-pasek1996,"Hirsh-Pasek, K., Golinkoff, R. M., & Naigles, L. (1996). Young children’s use of syntactic frames to derive meaning. The origins of grammar: Evidence from early language comprehension, 123-158.",https://drive.google.com/file/d/1232E8hBQHPpchgAT2P3wJ2gnSwKlDgza/view,verb,include,,"Hirsh-Pasek, K., Golinkoff, R. M., & Naigles, L. (1996)",imputed,6,"Hirsh-Pasek, Golinkoff, & Naigles, (1996) - 6a",transitive,looking_duration,looking,action,20,0.55,,0.50,0.14,,,0.14,,,no,English,882.76,NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_non_person,video,non_person,direct_caused_action,parallel_actions,immediate-after,no,no,distributed,4.00,1.00,4.00,4.00,Find BB gorping CM! ,Find BB gorping CM! ,2.00,imputed from Naigles1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alana/anjie,bunger2004,"Bunger, A. & Lidz, J. (2004). Proceedings of the Annual Boston University Conference on Language Development. Cascadilla Press: Cambridge.",https://www.researchgate.net/profile/Jeffrey_Lidz/publication/264875161_Syntactic_Bootstrapping_and_the_Internal_Structure_of_Causative_Events/links/5437f5cd0cf2d5fa292b992b.pdf,verb,exclude,,"Bunger, A. & Lidz, J. (2004). ",fig_1,1,Bunger & Lidz (2004) - 1a,transitive,looking_duration ,,action,11,0.47,,0.50,0.03,,,0.03,,,no,English,740.56,NA,NA,typically_developing,transitive,noun ,noun ,fake_verb,video_person,video,person,minimal_contact,one_action,simultaneous ,no,no,distributed,4.00,1.00,8.00,5.00,The girl is pimming the ball.,"Oh look, they’re different. Do you see pimming? Do you see pimming? Where’s pimming now?",1.00,contrast event 
alana/anjie,bunger2004,"Bunger, A. & Lidz, J. (2004). Proceedings of the Annual Boston University Conference on Language Development. Cascadilla Press: Cambridge.",https://www.researchgate.net/profile/Jeffrey_Lidz/publication/264875161_Syntactic_Bootstrapping_and_the_Internal_Structure_of_Causative_Events/links/5437f5cd0cf2d5fa292b992b.pdf,verb,exclude,,"Bunger, A. & Lidz, J. (2004). ",fig_1,1,Bunger & Lidz (2004) - 1b,unaccusitive_intransitive,looking_duration ,,action,11,0.59,,0.50,0.03,,,0.03,,,no,English,740.56,NA,NA,typically_developing,intransitive,noun ,NA,fake_verb,video_person,video,person,minimal_contact,one_action,simultaneous ,no,no,distributed,4.00,1.00,8.00,5.00,The ball is pimming.,"Oh look, they’re different. Do you see pimming? Do you see pimming? Where’s pimming now?",1.00,contrast event 
alana/anjie,bunger2006,"Bunger, A., & Lidz, J. (2006). Constrained flexibility in the acquisition of causative verbs. In Proceedings of the Annual Boston University Conference on Language Development (Vol. 30, pp. 60-71).",http://ling.umd.edu/labs/acquisition/papers/BungerLidz2006.pdf,verb,exclude,,"Bunger, A., & Lidz, J. (2006)",plot_1,1,Bunger & Lidz (2006) - 1a,transitive,looking_duration,,action,12,0.60,0.40,0.50,0.06,0.03,,,,,no,English,729.12,NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,direct_caused_movement,parallel_actions,simultaneous ,NA,NA,distributed,4.00,1.00,8.00,5.00,The girl is pimming the ball.,"Oh look, they’re different. Do you see pimming? Do you see pimming? Where’s pimming now?",1.00,contrast event 
anjie,bunger2006,"Bunger, A., & Lidz, J. (2006). Constrained flexibility in the acquisition of causative verbs. In Proceedings of the Annual Boston University Conference on Language Development (Vol. 30, pp. 60-71).",http://ling.umd.edu/labs/acquisition/papers/BungerLidz2006.pdf,verb,exclude,,"Bunger, A., & Lidz, J. (2006)",plot_1,1,Bunger & Lidz (2006) - 1b,unaccusitive_intransitive,looking_duration,,action,12,0.52,0.54,0.50,0.07,0.05,,,,,no,English,729.12,NA,NA,typically_developing,intransitive,noun,NA,fake_verb,video_person,video,person,direct_caused_movement,parallel_actions,simultaneous ,NA,NA,distributed,4.00,1.00,8.00,5.00,The ball is pimming.,"Oh look, they’re different. Do you see pimming? Do you see pimming? Where’s pimming now?",1.00,contrast event 
anjie,bunger2006,"Bunger, A., & Lidz, J. (2006). Constrained flexibility in the acquisition of causative verbs. In Proceedings of the Annual Boston University Conference on Language Development (Vol. 30, pp. 60-71).",http://ling.umd.edu/labs/acquisition/papers/BungerLidz2006.pdf,verb,exclude,,"Bunger, A., & Lidz, J. (2006)",plot_2,2,Bunger & Lidz (2006) - 2a,transitive,looking_duration,,action,12,0.64,0.45,0.50,0.07,0.03,,0.50,,,no,English,728.12,NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,direct_caused_movement,parallel_actions,simultaneous ,NA,NA,distributed,4.00,1.00,8.00,5.00,The girl is pimming the ball.,"Oh look, they’re different. Do you see pimming? Do you see pimming? Where’s pimming now?",1.00,contrast event 
anjie,bunger2006,"Bunger, A., & Lidz, J. (2006). Constrained flexibility in the acquisition of causative verbs. In Proceedings of the Annual Boston University Conference on Language Development (Vol. 30, pp. 60-71).",http://ling.umd.edu/labs/acquisition/papers/BungerLidz2006.pdf,verb,exclude,,"Bunger, A., & Lidz, J. (2006)",plot_2,2,Bunger & Lidz (2006) - 2b,unergative_intransitive,looking_duration,,action,12,0.32,0.56,0.50,0.07,0.03,,0.50,,,no,English,728.12,NA,NA,typically_developing,intransitive,noun,NA,fake_verb,video_person,video,person,direct_caused_movement,parallel_actions,simultaneous ,NA,NA,distributed,4.00,1.00,8.00,5.00,The girl is pimming,"Oh look, they’re different. Do you see pimming? Do you see pimming? Where’s pimming now?",1.00,contrast event 
anjie,fisher1996,"Fisher, C. (1996). Structural limits on verb mapping: The role of analogy in children's interpretations of sentences. Cognitive psychology, 31(1), 41-81.",https://www.sciencedirect.com/science/article/pii/S0010028596900122,verb,include,missing_standard_deviation,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,gertner2006a,"Gertner, Y., & Fisher, C. (2006). Predicted errors in early verb learning. In 31st Annual Boston University Conference on Language Development.",http://csjarchive.cogsci.rpi.edu/Proceedings/2005/docs/p2483.pdf,verb,include,missing_data,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie/molly,gertner2012,"Gertner, Y., & Fisher, C. (2012). Predicted errors in children’s early sentence comprehension. Cognition, 124(1), 85-94.",https://www.sciencedirect.com/science/article/abs/pii/S0010027712000601,verb,include,,"Gertner, Y., & Fisher, C. (2012)",figure_6,1,"Gertner & Fisher, (2012) - 1a",transitive_sentence,looking_duration,looking,action,8,0.60,,0.50,0.17,,0.06,0.17,,,no,English ,627.06,NA,28.00,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,indirect_caused_action,parallel_actions,immediate-after,yes,yes,distributed,2.00,2.00,5.00,2.00,The girl is pilking the boy,NA,2.00,
anjie/molly,gertner2012,"Gertner, Y., & Fisher, C. (2012). Predicted errors in children’s early sentence comprehension. Cognition, 124(1), 85-94.",https://www.sciencedirect.com/science/article/abs/pii/S0010027712000601,verb,include,,"Gertner, Y., & Fisher, C. (2012)",figure_6,1,"Gertner & Fisher, (2012) - 1b",agent_first,looking_duration,looking,action,8,0.38,,0.50,0.17,,0.04,0.17,,,no,English ,627.06,NA,28.00,typically_developing,intransitive,2nouns,NA,fake_verb,video_person,video,person,indirect_caused_action,parallel_actions,immediate-after,yes,yes,distributed,2.00,2.00,5.00,2.00,The girl and the boy are pilking!,NA,1.00,"intransitive is 2 nouns, and difficulty depends on videos in scene"
anjie/molly,gertner2012,"Gertner, Y., & Fisher, C. (2012). Predicted errors in children’s early sentence comprehension. Cognition, 124(1), 85-94.",https://www.sciencedirect.com/science/article/abs/pii/S0010027712000601,verb,include,,"Gertner, Y., & Fisher, C. (2012)",figure_6,1,"Gertner & Fisher, (2012) - 1c",patient_first,looking_duration,looking,action,8,0.57,,0.50,0.17,,0.05,0.17,,,no,English ,627.06,NA,28.00,typically_developing,intransitive,2nouns,NA,fake_verb,video_person,video,person,indirect_caused_action,parallel_actions,immediate-after,yes,yes,distributed,2.00,2.00,5.00,2.00,The boy and the girl are pilking!,NA,1.00,
anjie,gertner2012,"Gertner, Y., & Fisher, C. (2012). Predicted errors in children’s early sentence comprehension. Cognition, 124(1), 85-94.",https://www.sciencedirect.com/science/article/abs/pii/S0010027712000601,verb,include,,"Gertner, Y., & Fisher, C. (2012)",results_text,1,"Gertner & Fisher, (2012) - 1d",transitive_sentence,looking_duration,looking,action,6,0.56,,0.5,0.15,,0.03,0.15,,,no,English ,940.60,NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,indirect_caused_action,parallel_actions,immediate-after,yes,yes,distributed,2.00,2.00,5.00,2.00,The girl is pilking the boy,NA,1.00,
anjie,gertner2012,"Gertner, Y., & Fisher, C. (2012). Predicted errors in children’s early sentence comprehension. Cognition, 124(1), 85-94.",https://www.sciencedirect.com/science/article/abs/pii/S0010027712000601,verb,include,,"Gertner, Y., & Fisher, C. (2012)",results_text,1,"Gertner & Fisher, (2012) - 1e",agent_first,looking_duration,looking,action,6,0.65,,0.50,0.15,,0.05,0.15,,,no,English ,940.60,NA,NA,typically_developing,intransitive,2nouns,NA,fake_verb,video_person,video,person,indirect_caused_action,parallel_actions,immediate-after,yes,yes,distributed,2.00,2.00,5.00,2.00,The girl and the boy are pilking!,NA,1.00,"intransitive is 2 nouns, and difficulty depends on videos in scene"
anjie,gertner2012,"Gertner, Y., & Fisher, C. (2012). Predicted errors in children’s early sentence comprehension. Cognition, 124(1), 85-94.",https://www.sciencedirect.com/science/article/abs/pii/S0010027712000601,verb,include,,"Gertner, Y., & Fisher, C. (2012)",figure_6,2,"Gertner & Fisher, (2012) - 2a",transitive_sentence,looking_duration,looking,action,8,0.56,,0.50,0.17,,0.03,0.17,,,no,English ,633.15,NA,29.50,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,indirect_caused_action,parallel_actions,asynchronous,yes,yes,distributed,2.00,2.00,21.00,2.00,The girl is pilking the boy,NA,2.00,
